モジュール,DSC,,,,,,,,
チャンネル,DSC7020,,,,,,,,
データ名,BTO_5Kpm_9mg_20241115_2,,,,,,,,
測定日時,2024/11/15 15:21:14,,,,,,,,
サンプル名,BTO,,,,,,,,
サンプル質量,9,mg,,,,,,,
リファレンス名,Al pan,,,,,,,,
リファレンス質量,22.9,mg,,,,,,,
温度プログラム,,Cel,Cel,Cel/min,min,s,ガス１,ガス２,ストアー
,1,107,147,5,3,0.2,On,Off,On
,2,147,107,5,5,0.2,On,Off,On
,温度プログラムモード,ランプ,,,,,,,
,冷却ユニット,全自動ガス冷却,,,,,,,
オペレータ名,伊藤,,,,,,,,
組織名,,,,,,,,,
コメント,オペレータ: 伊藤,,,,,,,,
,ガス1: N2,,,,,,,,
,パン: Al,,,,,,,,
,,,,,,,,,
,,,,,,,,,
面積,,,,,,,,,
BTO_5Kpm_9mg_20241115_2  DSC,,,,,,,,,
No.,DeltaH,,,,,,,,
,mJ/mg,,,,,,,,
1,-0.970383861,,,,,,,,
2,0.840006949,,,,,,,,
,,,,,,,,,
Time,Temp.,DSC,DDSC,,,,,,
11.75333333,142.4060211,417.7791138,-456.2444458,,,,,,
11.75666667,142.3885651,419.2581177,-448.8962402,,,,,,
11.76,142.3710785,420.7000427,-441.3793945,,,,,,
11.76333333,142.3535461,422.122345,-433.4622803,,,,,,
11.76666667,142.3359375,423.5587769,-425.4358521,,,,,,
11.77,142.3183594,424.9913025,-417.5273438,,,,,,
11.77333333,142.300705,426.3889771,-409.74646,,,,,,
11.77666667,142.2830353,427.7700195,-402.6716309,,,,,,
11.78,142.2653198,429.1488342,-396.3548584,,,,,,
11.78333333,142.2476196,430.5151062,-390.6377563,,,,,,
11.78666667,142.2298431,431.8788757,-385.3154297,,,,,,
11.79,142.2120514,433.1878357,-379.8717041,,,,,,
11.79333333,142.1941833,434.4178162,-374.0066528,,,,,,
11.79666667,142.1763611,435.6080933,-366.9382324,,,,,,
11.8,142.158432,436.7773743,-359.7619629,,,,,,
11.80333333,142.1404877,437.9303589,-352.8881836,,,,,,
11.80666667,142.1224976,439.0531006,-345.5343018,,,,,,
11.81,142.1046143,440.1435547,-338.1679688,,,,,,
11.81333333,142.0866699,441.2124939,-331.1271973,,,,,,
11.81666667,142.0687256,442.2905884,-323.9377441,,,,,,
11.82,142.0507507,443.396637,-316.8603516,,,,,,
11.82333333,142.0327454,444.4968872,-310.2106934,,,,,,
11.82666667,142.014679,445.5952759,-304.0437012,,,,,,
11.83,141.9966431,446.6681519,-298.411377,,,,,,
11.83333333,141.9785461,447.7161865,-293.6136475,,,,,,
11.83666667,141.9604187,448.6589355,-289.4315186,,,,,,
11.84,141.9422607,449.5325012,-285.3775635,,,,,,
11.84333333,141.9240723,450.39505,-281.3477783,,,,,,
11.84666667,141.9058838,451.229126,-277.5314941,,,,,,
11.85,141.8876648,452.0413818,-273.9158936,,,,,,
11.85333333,141.8694153,452.8784485,-270.3618164,,,,,,
11.85666667,141.8511963,453.6848145,-266.9073486,,,,,,
11.86,141.8329163,454.4665527,-263.0570068,,,,,,
11.86333333,141.8146057,455.271637,-258.7716064,,,,,,
11.86666667,141.7962952,456.1014709,-254.3858643,,,,,,
11.87,141.7779236,456.9754028,-249.8635254,,,,,,
11.87333333,141.759552,457.8460693,-245.519165,,,,,,
11.87666667,141.7412109,458.7081604,-241.6732178,,,,,,
11.88,141.7228088,459.5583801,-238.8468018,,,,,,
11.88333333,141.7043762,460.3901367,-236.2023926,,,,,,
11.88666667,141.6859741,461.2137451,-233.6132813,,,,,,
11.89,141.667511,462.0294495,-231.4555664,,,,,,
11.89333333,141.6490784,462.8204651,-229.15979,,,,,,
11.89666667,141.6306152,463.5992432,-226.807251,,,,,,
11.9,141.6121521,464.3792419,-224.7172852,,,,,,
11.90333333,141.5936279,465.1409607,-222.147583,,,,,,
11.90666667,141.5751343,465.880249,-219.0893555,,,,,,
11.91,141.5566101,466.6054993,-215.4371338,,,,,,
11.91333333,141.5380859,467.3066406,-211.3154297,,,,,,
11.91666667,141.5195313,467.9976807,-207.4379883,,,,,,
11.92,141.5009766,468.6757507,-203.5964355,,,,,,
11.92333333,141.4824219,469.32724,-199.7589111,,,,,,
11.92666667,141.4638367,469.9669189,-195.9642334,,,,,,
11.93,141.4452515,470.604248,-192.1435547,,,,,,
11.93333333,141.426651,471.2377014,-188.5447998,,,,,,
11.93666667,141.4080353,471.8735962,-184.9610596,,,,,,
11.94,141.3894196,472.4989929,-181.0935059,,,,,,
11.94333333,141.3707733,473.0929565,-177.098877,,,,,,
11.94666667,141.3520966,473.6602478,-173.2148438,,,,,,
11.95,141.3334198,474.2180786,-169.3571777,,,,,,
11.95333333,141.314743,474.7550659,-165.7532959,,,,,,
11.95666667,141.2960968,475.2919922,-162.2373047,,,,,,
11.96,141.27742,475.8354187,-158.6000977,,,,,,
11.96333333,141.2587128,476.3637695,-155.2001953,,,,,,
11.96666667,141.240036,476.8792725,-152.1108398,,,,,,
11.97,141.2213287,477.3837891,-148.9603271,,,,,,
11.97333333,141.2025909,477.8890381,-145.7871094,,,,,,
11.97666667,141.1838531,478.3853455,-142.5336914,,,,,,
11.98,141.1651154,478.8545837,-139.1499023,,,,,,
11.98333333,141.1463776,479.3032532,-135.9517822,,,,,,
11.98666667,141.1276093,479.7366943,-132.9836426,,,,,,
11.99,141.1088715,480.1531067,-130.1484375,,,,,,
11.99333333,141.0901337,480.5652466,-127.4282227,,,,,,
11.99666667,141.0713654,480.9742126,-124.7475586,,,,,,
12,141.0525665,481.3661499,-121.8024902,,,,,,
12.00333333,141.0337982,481.7460632,-118.7856445,,,,,,
12.00666667,141.0149994,482.1311035,-115.7420654,,,,,,
12.01,140.9962311,482.5126038,-112.7611084,,,,,,
12.01333333,140.9774017,482.8852234,-109.8167725,,,,,,
12.01666667,140.9586334,483.2529907,-106.8533936,,,,,,
12.02,140.9398041,483.61026,-104.1818848,,,,,,
12.02333333,140.9209747,483.9587097,-101.5059814,,,,,,
12.02666667,140.9021454,484.2966003,-98.58251953,,,,,,
12.03,140.8832855,484.6233826,-95.86450195,,,,,,
12.03333333,140.8644257,484.9484863,-93.41455078,,,,,,
12.03666667,140.8455963,485.2642517,-90.87561035,,,,,,
12.04,140.8267365,485.5672607,-88.55236816,,,,,,
12.04333333,140.8078766,485.8597107,-86.49389648,,,,,,
12.04666667,140.7890167,486.1363831,-84.41455078,,,,,,
12.05,140.7701569,486.398468,-82.17993164,,,,,,
12.05333333,140.7513275,486.6592102,-79.86547852,,,,,,
12.05666667,140.7324677,486.9149475,-77.43896484,,,,,,
12.06,140.7136383,487.1757202,-74.96337891,,,,,,
12.06333333,140.6947784,487.4276733,-72.50354004,,,,,,
12.06666667,140.6759186,487.6413269,-70.17773438,,,,,,
12.07,140.6570587,487.8340759,-68.1628418,,,,,,
12.07333333,140.6381989,488.0397949,-66.22375488,,,,,,
12.07666667,140.6193085,488.2441101,-64.33850098,,,,,,
12.08,140.6004486,488.4466248,-62.57849121,,,,,,
12.08333333,140.5815887,488.6582947,-60.81738281,,,,,,
12.08666667,140.5627594,488.8688965,-58.98046875,,,,,,
12.09,140.543869,489.0736694,-57.19226074,,,,,,
12.09333333,140.5250092,489.2653198,-55.43847656,,,,,,
12.09666667,140.5061798,489.4407959,-53.79345703,,,,,,
12.1,140.4872894,489.6028748,-51.99243164,,,,,,
12.10333333,140.4684601,489.7546692,-49.99255371,,,,,,
12.10666667,140.4496002,489.9005737,-48.4050293,,,,,,
12.11,140.4307709,490.0586243,-47.42980957,,,,,,
12.11333333,140.4119415,490.2227478,-46.61425781,,,,,,
12.11666667,140.3930817,490.3875427,-45.66723633,,,,,,
12.12,140.3742523,490.551239,-44.53820801,,,,,,
12.12333333,140.3553925,490.7099609,-43.12756348,,,,,,
12.12666667,140.3365631,490.8512268,-41.75830078,,,,,,
12.13,140.3177032,490.9763794,-40.55895996,,,,,,
12.13333333,140.2988434,491.0907898,-39.35119629,,,,,,
12.13666667,140.2799988,491.2096252,-38.17492676,,,,,,
12.14,140.2611084,491.3265991,-37.05615234,,,,,,
12.14333333,140.242218,491.4240723,-35.90075684,,,,,,
12.14666667,140.2233276,491.5207825,-34.61572266,,,,,,
12.15,140.2044373,491.6295166,-33.21350098,,,,,,
12.15333333,140.1855469,491.7538147,-31.90466309,,,,,,
12.15666667,140.1666565,491.8858032,-30.70019531,,,,,,
12.16,140.1477661,492.0059814,-29.34484863,,,,,,
12.16333333,140.1289063,492.1009216,-27.86132813,,,,,,
12.16666667,140.1100159,492.1932678,-26.61657715,,,,,,
12.17,140.0911255,492.2977905,-25.62854004,,,,,,
12.17333333,140.0722351,492.4037476,-24.7635498,,,,,,
12.17666667,140.0533447,492.4946594,-24.01940918,,,,,,
12.18,140.0344543,492.5751648,-23.28625488,,,,,,
12.18333333,140.015564,492.6439209,-22.57287598,,,,,,
12.18666667,139.9967041,492.6941528,-21.69067383,,,,,,
12.19,139.9778137,492.7276001,-20.64257813,,,,,,
12.19333333,139.9589233,492.7694092,-19.54980469,,,,,,
12.19666667,139.940033,492.8320618,-18.28161621,,,,,,
12.2,139.9211426,492.8913879,-16.83544922,,,,,,
12.20333333,139.9022522,492.9347534,-15.63684082,,,,,,
12.20666667,139.8833923,492.9758301,-14.5579834,,,,,,
12.21,139.8645325,493.0268555,-13.1920166,,,,,,
12.21333333,139.8456421,493.0744019,-11.71325684,,,,,,
12.21666667,139.8267517,493.1229553,-10.44140625,,,,,,
12.22,139.8078308,493.180481,-9.503173828,,,,,,
12.22333333,139.7889404,493.237793,-8.836669922,,,,,,
12.22666667,139.7700806,493.2710876,-8.337158203,,,,,,
12.23,139.7511902,493.2852478,-8.070922852,,,,,,
12.23333333,139.7323303,493.3050232,-7.947875977,,,,,,
12.23666667,139.7134399,493.3328552,-7.420898438,,,,,,
12.24,139.6946106,493.3489685,-6.472045898,,,,,,
12.24333333,139.6757507,493.355011,-5.485839844,,,,,,
12.24666667,139.6569214,493.3610535,-4.689331055,,,,,,
12.25,139.638092,493.3522644,-3.863525391,,,,,,
12.25333333,139.6192627,493.3351135,-3.009521484,,,,,,
12.25666667,139.6004333,493.3232727,-2.321411133,,,,,,
12.26,139.581604,493.3225708,-1.680175781,,,,,,
12.26333333,139.5627747,493.3370361,-0.793212891,,,,,,
12.26666667,139.5439453,493.3578491,0.059326172,,,,,,
12.27,139.525116,493.3748169,0.558105469,,,,,,
12.27333333,139.5063171,493.3960876,1.038574219,,,,,,
12.27666667,139.4874878,493.4161072,1.668457031,,,,,,
12.28,139.468689,493.4128723,2.209716797,,,,,,
12.28333333,139.4499207,493.3885193,2.555053711,,,,,,
12.28666667,139.4311218,493.3569031,2.857177734,,,,,,
12.29,139.412323,493.3338928,3.026733398,,,,,,
12.29333333,139.3935242,493.3119812,3.247192383,,,,,,
12.29666667,139.3747253,493.2947083,3.726196289,,,,,,
12.3,139.355957,493.2910156,4.3828125,,,,,,
12.30333333,139.3371887,493.2861328,5.093261719,,,,,,
12.30666667,139.3184509,493.2649536,5.762695313,,,,,,
12.31,139.2996826,493.2427673,6.419311523,,,,,,
12.31333333,139.2809448,493.2203979,7.087646484,,,,,,
12.31666667,139.262207,493.1930847,7.790039063,,,,,,
12.32,139.2434692,493.1687012,8.559448242,,,,,,
12.32333333,139.2247314,493.1495667,9.272827148,,,,,,
12.32666667,139.2059937,493.1286926,9.729492188,,,,,,
12.33,139.1872559,493.1145325,9.963500977,,,,,,
12.33333333,139.1685181,493.0932617,10.1048584,,,,,,
12.33666667,139.1497803,493.0470276,10.33703613,,,,,,
12.34,139.131012,492.9866028,10.68969727,,,,,,
12.34333333,139.1122589,492.9276428,11.07128906,,,,,,
12.34666667,139.0935211,492.8840942,11.44848633,,,,,,
12.35,139.0747528,492.8505859,11.90588379,,,,,,
12.35333333,139.0559845,492.8119202,12.29296875,,,,,,
12.35666667,139.0372467,492.7770386,12.63024902,,,,,,
12.36,139.0184784,492.7351379,12.94702148,,,,,,
12.36333333,138.9997101,492.6682129,13.28100586,,,,,,
12.36666667,138.9809723,492.5936279,13.7376709,,,,,,
12.37,138.9622345,492.5348206,14.33422852,,,,,,
12.37333333,138.9435272,492.4976501,14.91210938,,,,,,
12.37666667,138.9248199,492.461792,15.17175293,,,,,,
12.38,138.9061127,492.4195251,15.17431641,,,,,,
12.38333333,138.8874054,492.3839111,14.97253418,,,,,,
12.38666667,138.8687286,492.3486633,14.82897949,,,,,,
12.39,138.8500214,492.2919617,15.05053711,,,,,,
12.39333333,138.8313141,492.2333984,15.37463379,,,,,,
12.39666667,138.8126068,492.1818848,15.70166016,,,,,,
12.4,138.7939301,492.1269531,16.27331543,,,,,,
12.40333333,138.7752228,492.0768433,16.69299316,,,,,,
12.40666667,138.756546,492.0252686,16.7208252,,,,,,
12.41,138.7378693,491.9602051,16.63110352,,,,,,
12.41333333,138.719162,491.8941345,16.72302246,,,,,,
12.41666667,138.7004852,491.8357849,16.90612793,,,,,,
12.42,138.681778,491.7808533,16.93249512,,,,,,
12.42333333,138.6631012,491.7285156,17.18005371,,,,,,
12.42666667,138.644455,491.689209,17.79199219,,,,,,
12.43,138.6258087,491.642395,18.29919434,,,,,,
12.43333333,138.6071625,491.5819702,18.47314453,,,,,,
12.43666667,138.5885162,491.5189819,18.63830566,,,,,,
12.44,138.5699005,491.4464417,18.75476074,,,,,,
12.44333333,138.5512543,491.3571167,18.95507813,,,,,,
12.44666667,138.5326385,491.2731018,19.41796875,,,,,,
12.45,138.5140228,491.2042847,19.89550781,,,,,,
12.45333333,138.4954071,491.1480408,20.21520996,,,,,,
12.45666667,138.4767609,491.0948181,20.62976074,,,,,,
12.46,138.4581146,491.0516357,20.87438965,,,,,,
12.46333333,138.4394684,491.0024109,20.70629883,,,,,,
12.46666667,138.4208221,490.9291382,20.57189941,,,,,,
12.47,138.4021759,490.8405151,20.63342285,,,,,,
12.47333333,138.3835602,490.7584229,20.72973633,,,,,,
12.47666667,138.364975,490.6871948,20.80187988,,,,,,
12.48,138.3463593,490.623291,20.75976563,,,,,,
12.48333333,138.327774,490.558136,20.53820801,,,,,,
12.48666667,138.3091888,490.4802856,20.23425293,,,,,,
12.49,138.2906036,490.3851624,20.06140137,,,,,,
12.49333333,138.2720184,490.2888794,20.06140137,,,,,,
12.49666667,138.2534332,490.1929626,20.23461914,,,,,,
12.5,138.234848,490.1022339,20.64147949,,,,,,
12.50333333,138.2162933,490.0453796,21.19958496,,,,,,
12.50666667,138.1977692,490.0115356,21.51672363,,,,,,
12.51,138.1792145,489.9730225,21.54199219,,,,,,
12.51333333,138.1606903,489.9192505,21.5559082,,,,,,
12.51666667,138.1421661,489.8505554,21.74926758,,,,,,
12.52,138.123642,489.7858276,22.04187012,,,,,,
12.52333333,138.1050873,489.7236023,22.13305664,,,,,,
12.52666667,138.0865784,489.658905,22.02758789,,,,,,
12.53,138.0680695,489.5958862,21.81848145,,,,,,
12.53333333,138.0495605,489.5343018,21.3984375,,,,,,
12.53666667,138.0310211,489.4709473,20.92565918,,,,,,
12.54,138.0125122,489.3944397,20.53894043,,,,,,
12.54333333,137.9940033,489.3078613,20.34008789,,,,,,
12.54666667,137.9755249,489.2186584,20.44226074,,,,,,
12.55,137.9570465,489.1332703,20.61108398,,,,,,
12.55333333,137.9385376,489.0461426,20.69750977,,,,,,
12.55666667,137.9200287,488.9560852,20.47338867,,,,,,
12.56,137.9015198,488.86203,20.24194336,,,,,,
12.56333333,137.8830414,488.7796631,20.20275879,,,,,,
12.56666667,137.8645477,488.7171326,20.13061523,,,,,,
12.57,137.8460693,488.6515808,20.04931641,,,,,,
12.57333333,137.8275909,488.58255,20.00427246,,,,,,
12.57666667,137.8091125,488.5259399,19.96655273,,,,,,
12.58,137.7906342,488.4663696,19.86914063,,,,,,
12.58333333,137.7721558,488.4020996,19.76220703,,,,,,
12.58666667,137.7536774,488.3482056,19.73364258,,,,,,
12.59,137.735199,488.3008728,19.65527344,,,,,,
12.59333333,137.7167206,488.2495422,19.35461426,,,,,,
12.59666667,137.6982422,488.2008057,18.91772461,,,,,,
12.6,137.6797638,488.1566467,18.4387207,,,,,,
12.60333333,137.6612854,488.1012268,17.90368652,,,,,,
12.60666667,137.6428375,488.04245,17.4876709,,,,,,
12.61,137.6243896,487.9850159,17.02661133,,,,,,
12.61333333,137.6059723,487.9272766,16.47436523,,,,,,
12.61666667,137.5875244,487.8686523,16.08581543,,,,,,
12.62,137.5690918,487.8102722,15.77636719,,,,,,
12.62333333,137.5506744,487.743927,15.32080078,,,,,,
12.62666667,137.5322876,487.6626587,14.99743652,,,,,,
12.63,137.5138702,487.5758667,15.04650879,,,,,,
12.63333333,137.4954834,487.5053711,15.27612305,,,,,,
12.63666667,137.4770966,487.4511108,15.42919922,,,,,,
12.64,137.4587402,487.3986816,15.56030273,,,,,,
12.64333333,137.4403534,487.348175,15.5925293,,,,,,
12.64666667,137.4219971,487.3061829,15.53100586,,,,,,
12.65,137.4035797,487.2772522,15.35412598,,,,,,
12.65333333,137.3851929,487.2561646,15.10546875,,,,,,
12.65666667,137.3667755,487.2281494,14.8458252,,,,,,
12.66,137.3484192,487.1974182,14.64404297,,,,,,
12.66333333,137.3300323,487.1696167,14.39831543,,,,,,
12.66666667,137.3116455,487.1424255,13.87573242,,,,,,
12.67,137.2932892,487.0999756,13.21105957,,,,,,
12.67333333,137.2748871,487.037384,12.63684082,,,,,,
12.67666667,137.2565308,486.9693909,12.2713623,,,,,,
12.68,137.2381744,486.9093933,12.00219727,,,,,,
12.68333333,137.2198181,486.8571167,11.57080078,,,,,,
12.68666667,137.2014313,486.8037109,11.10644531,,,,,,
12.69,137.1831055,486.7541504,11.05078125,,,,,,
12.69333333,137.1647491,486.7156372,11.33312988,,,,,,
12.69666667,137.1463928,486.6795044,11.55102539,,,,,,
12.7,137.128006,486.640686,11.64587402,,,,,,
12.70333333,137.1096497,486.598053,11.75427246,,,,,,
12.70666667,137.0912933,486.5629883,11.86376953,,,,,,
12.71,137.072937,486.5338745,11.97143555,,,,,,
12.71333333,137.0545807,486.5007935,11.93701172,,,,,,
12.71666667,137.0362244,486.469574,11.71984863,,,,,,
12.72,137.017868,486.4393616,11.40454102,,,,,,
12.72333333,136.9994965,486.414032,11.27380371,,,,,,
12.72666667,136.9811707,486.4056702,11.28149414,,,,,,
12.73,136.9628143,486.3881836,11.10205078,,,,,,
12.73333333,136.944458,486.3459167,10.85852051,,,,,,
12.73666667,136.9261627,486.3006897,10.6706543,,,,,,
12.74,136.9078369,486.2613525,10.61645508,,,,,,
12.74333333,136.8895416,486.2225647,10.62744141,,,,,,
12.74666667,136.8712158,486.1856384,10.72009277,,,,,,
12.75,136.8529205,486.1487122,10.92260742,,,,,,
12.75333333,136.8345947,486.1017456,10.99658203,,,,,,
12.75666667,136.8162689,486.0498962,10.94970703,,,,,,
12.76,136.7979736,486.0061951,10.87756348,,,,,,
12.76333333,136.7796783,485.9673767,10.86181641,,,,,,
12.76666667,136.7613525,485.916626,11.03942871,,,,,,
12.77,136.7430573,485.8688965,11.42944336,,,,,,
12.77333333,136.7247467,485.8396301,11.74438477,,,,,,
12.77666667,136.7064209,485.819397,12.00219727,,,,,,
12.78,136.6881256,485.7941284,12.32043457,,,,,,
12.78333333,136.6698303,485.7554626,12.67163086,,,,,,
12.78666667,136.651535,485.7105103,13.04077148,,,,,,
12.79,136.6332397,485.6608582,13.37438965,,,,,,
12.79333333,136.614975,485.6188965,13.50256348,,,,,,
12.79666667,136.5967102,485.5855408,13.44360352,,,,,,
12.8,136.5784454,485.5603638,13.39233398,,,,,,
12.80333333,136.5601807,485.5345459,13.37036133,,,,,,
12.80666667,136.5419159,485.504425,13.26196289,,,,,,
12.81,136.5236511,485.4702454,13.14587402,,,,,,
12.81333333,136.5054169,485.4208984,13.28759766,,,,,,
12.81666667,136.4871826,485.3570862,13.6373291,,,,,,
12.82,136.4689026,485.2876587,13.98669434,,,,,,
12.82333333,136.4506683,485.2202454,14.1998291,,,,,,
12.82666667,136.4324341,485.1513672,14.26831055,,,,,,
12.83,136.4141998,485.0838013,14.25769043,,,,,,
12.83333333,136.3959656,485.026062,14.29577637,,,,,,
12.83666667,136.3777313,484.978241,14.44006348,,,,,,
12.84,136.3595276,484.9323425,14.67553711,,,,,,
12.84333333,136.3412933,484.8907776,14.98535156,,,,,,
12.84666667,136.3230896,484.8564453,15.25854492,,,,,,
12.85,136.3048553,484.8178101,15.48083496,,,,,,
12.85333333,136.2866821,484.7707214,15.56176758,,,,,,
12.85666667,136.2684784,484.7186584,15.41894531,,,,,,
12.86,136.2503052,484.6676636,15.16223145,,,,,,
12.86333333,136.2320862,484.6177673,14.9296875,,,,,,
12.86666667,136.213913,484.5683289,14.71691895,,,,,,
12.87,136.1957092,484.5213928,14.46313477,,,,,,
12.87333333,136.1775055,484.4725342,14.2701416,,,,,,
12.87666667,136.1593323,484.4222717,14.18554688,,,,,,
12.88,136.1411285,484.3736267,14.13024902,,,,,,
12.88333333,136.1229248,484.3246155,14.09399414,,,,,,
12.88666667,136.1047516,484.2737732,14.18041992,,,,,,
12.89,136.0865784,484.2230225,14.33056641,,,,,,
12.89333333,136.0684052,484.174408,14.4041748,,,,,,
12.89666667,136.0502319,484.1282043,14.37890625,,,,,,
12.9,136.0320282,484.0822449,14.31738281,,,,,,
12.90333333,136.013855,484.034668,14.27819824,,,,,,
12.90666667,135.9956818,483.9844971,14.22070313,,,,,,
12.91,135.9775238,483.9354553,14.18334961,,,,,,
12.91333333,135.9593201,483.8878174,14.1595459,,,,,,
12.91666667,135.9411774,483.8412476,14.11962891,,,,,,
12.92,135.9229736,483.7982178,14.11486816,,,,,,
12.92333333,135.9048309,483.7571716,14.11999512,,,,,,
12.92666667,135.8866577,483.7141113,14.08996582,,,,,,
12.93,135.8684845,483.6683044,14.04748535,,,,,,
12.93333333,135.8503418,483.6193542,14.01708984,,,,,,
12.93666667,135.8321686,483.5705872,14.01379395,,,,,,
12.94,135.8139954,483.5231018,14.0189209,,,,,,
12.94333333,135.7958527,483.4762268,14.02478027,,,,,,
12.94666667,135.7776794,483.4301147,14.01818848,,,,,,
12.95,135.7595062,483.3852844,13.9720459,,,,,,
12.95333333,135.7413483,483.34021,13.89074707,,,,,,
12.95666667,135.723175,483.294342,13.82629395,,,,,,
12.96,135.7050323,483.2463074,13.81604004,,,,,,
12.96333333,135.6869202,483.1968994,13.8449707,,,,,,
12.96666667,135.6687775,483.1488037,13.85778809,,,,,,
12.97,135.6506348,483.1014709,13.8449707,,,,,,
12.97333333,135.6324921,483.0538635,13.78527832,,,,,,
12.97666667,135.6143494,483.0067444,13.70288086,,,,,,
12.98,135.5962067,482.960083,13.64208984,,,,,,
12.98333333,135.5780945,482.9138489,13.59155273,,,,,,
12.98666667,135.5599518,482.8658752,13.53515625,,,,,,
12.99,135.5418091,482.8178101,13.47839355,,,,,,
12.99333333,135.5236969,482.774292,13.41687012,,,,,,
12.99666667,135.5055389,482.7334595,13.3626709,,,,,,
13,135.4874268,482.6900635,13.31652832,,,,,,
13.00333333,135.4693146,482.645813,13.28430176,,,,,,
13.00666667,135.4512329,482.6025696,13.24108887,,,,,,
13.01,135.4331207,482.5595398,13.18762207,,,,,,
13.01333333,135.4150391,482.5164795,13.1151123,,,,,,
13.01666667,135.3969574,482.4741821,13.01953125,,,,,,
13.02,135.3789063,482.431427,12.90161133,,,,,,
13.02333333,135.3608246,482.3883972,12.78442383,,,,,,
13.02666667,135.3427429,482.3458862,12.66723633,,,,,,
13.03,135.3246613,482.3045349,12.54418945,,,,,,
13.03333333,135.3065796,482.2646179,12.45336914,,,,,,
13.03666667,135.2885132,482.2244873,12.41601563,,,,,,
13.04,135.2704315,482.1828613,12.37390137,,,,,,
13.04333333,135.2523804,482.1380005,12.31311035,,,,,,
13.04666667,135.2342987,482.0915222,12.27355957,,,,,,
13.05,135.216217,482.0475464,12.25964355,,,,,,
13.05333333,135.1981354,482.005249,12.24133301,,,,,,
13.05666667,135.1800842,481.9646606,12.21203613,,,,,,
13.06,135.161972,481.9265442,12.16296387,,,,,,
13.06333333,135.1438904,481.8899536,12.12963867,,,,,,
13.06666667,135.1258087,481.853241,12.10437012,,,,,,
13.07,135.1077271,481.8154602,12.0736084,,,,,,
13.07333333,135.0896454,481.7768555,12.03076172,,,,,,
13.07666667,135.0715637,481.7384033,11.95861816,,,,,,
13.08,135.0534973,481.7001953,11.86853027,,,,,,
13.08333333,135.0354462,481.6614685,11.75646973,,,,,,
13.08666667,135.0173645,481.6217041,11.60998535,,,,,,
13.09,134.9992523,481.5804443,11.48657227,,,,,,
13.09333333,134.9811707,481.5385437,11.39465332,,,,,,
13.09666667,134.963089,481.4973755,11.32104492,,,,,,
13.1,134.9450073,481.4584656,11.26574707,,,,,,
13.10333333,134.9268646,481.4195557,11.20019531,,,,,,
13.10666667,134.9087524,481.37854,11.14672852,,,,,,
13.11,134.8906403,481.3384705,11.11340332,,,,,,
13.11333333,134.8725586,481.2999573,11.05810547,,,,,,
13.11666667,134.8544769,481.2647705,11.00170898,,,,,,
13.12,134.8363495,481.2315979,10.96838379,,,,,,
13.12333333,134.8182678,481.1980286,10.9317627,,,,,,
13.12666667,134.8001862,481.1642761,10.90063477,,,,,,
13.13,134.7821045,481.1296082,10.85449219,,,,,,
13.13333333,134.7640228,481.0943298,10.77941895,,,,,,
13.13666667,134.7459412,481.059021,10.69995117,,,,,,
13.14,134.72789,481.0235901,10.63110352,,,,,,
13.14333333,134.7098999,480.9903259,10.56958008,,,,,,
13.14666667,134.6918488,480.959198,10.47473145,,,,,,
13.15,134.6738281,480.9256592,10.36413574,,,,,,
13.15333333,134.6558075,480.8913879,10.26599121,,,,,,
13.15666667,134.6377563,480.8579407,10.19384766,,,,,,
13.16,134.6196899,480.8230896,10.16784668,,,,,,
13.16333333,134.6016388,480.7876587,10.1583252,,,,,,
13.16666667,134.5835876,480.7518616,10.12060547,,,,,,
13.17,134.5655365,480.7149048,10.06091309,,,,,,
13.17333333,134.5475159,480.6788635,10.0144043,,,,,,
13.17666667,134.5294647,480.6436157,9.989135742,,,,,,
13.18,134.5114441,480.6087646,9.97265625,,,,,,
13.18333333,134.4934235,480.5749512,9.959106445,,,,,,
13.18666667,134.4754333,480.5422668,9.986572266,,,,,,
13.19,134.4574432,480.5103455,10.01916504,,,,,,
13.19333333,134.4394226,480.4790039,10.02355957,,,,,,
13.19666667,134.4214325,480.447876,10.02685547,,,,,,
13.2,134.4034576,480.4167786,10.02099609,,,,,,
13.20333333,134.3854675,480.384552,10.00268555,,,,,,
13.20666667,134.3674774,480.3526917,9.983642578,,,,,,
13.21,134.3495178,480.3233643,9.922851563,,,,,,
13.21333333,134.3315582,480.2933655,9.841918945,,,,,,
13.21666667,134.3135681,480.2610474,9.774536133,,,,,,
13.22,134.2956085,480.2272339,9.699462891,,,,,,
13.22333333,134.2776489,480.1933289,9.626953125,,,,,,
13.22666667,134.2596893,480.159729,9.582275391,,,,,,
13.23,134.2417297,480.1252747,9.550415039,,,,,,
13.23333333,134.2237396,480.0904541,9.528442383,,,,,,
13.23666667,134.20578,480.0559692,9.512329102,,,,,,
13.24,134.1878052,480.0223999,9.501708984,,,,,,
13.24333333,134.1698761,479.9888,10.33081055,,,,,,
13.24666667,134.1519775,479.9547119,12.94335938,,,,,,
13.25,134.1340485,479.921875,16.11474609,,,,,,
13.25333333,134.1161499,479.891449,18.43212891,,,,,,
13.25666667,134.0982513,479.8615723,18.26953125,,,,,,
13.26,134.0803223,479.8320618,18.04833984,,,,,,
13.26333333,134.0624237,479.8037415,17.87438965,,,,,,
13.26666667,134.0445251,479.7748108,17.76818848,,,,,,
13.27,134.0265961,479.7451477,17.73522949,,,,,,
