モジュール,DSC,,,,,,,,
チャンネル,DSC7020,,,,,,,,
データ名,TGS_5Kpm_9.2mg_20241115,,,,,,,,
測定日時,2024/11/15 14:19:48,,,,,,,,
サンプル名,TGS,,,,,,,,
サンプル質量,9.2,mg,,,,,,,
リファレンス名,Al pan,,,,,,,,
リファレンス質量,22.9,mg,,,,,,,
温度プログラム,,Cel,Cel,Cel/min,min,s,ガス１,ガス２,ストアー
,1,-13,72,5,3,0.2,On,Off,On
,2,72,-13,5,5,0.2,On,Off,On
,温度プログラムモード,ランプ,,,,,,,
,冷却ユニット,全自動ガス冷却,,,,,,,
オペレータ名,伊藤,,,,,,,,
組織名,,,,,,,,,
コメント,オペレータ: 伊藤,,,,,,,,
,ガス1: N2,,,,,,,,
,パン: Al,,,,,,,,
,,,,,,,,,
,,,,,,,,,
面積,,,,,,,,,
TGS_5Kpm_9.2mg_20241115  DSC,,,,,,,,,
No.,DeltaH,,,,,,,,
,mJ/mg,,,,,,,,
1,-1.266645444,,,,,,,,
2,1.004942504,,,,,,,,
,,,,,,,,,
Time,Temp.,DSC,DDSC,,,,,,
16.88666667,66.62670135,-1382.75824,46.01220703,,,,,,
16.89,66.64307404,-1382.90155,46.14404297,,,,,,
16.89333333,66.65946198,-1383.048401,46.22167969,,,,,,
16.89666667,66.67583466,-1383.204163,46.27441406,,,,,,
16.9,66.69221497,-1383.373962,46.25097656,,,,,,
16.90333333,66.70861816,-1383.549011,46.32275391,,,,,,
16.90666667,66.72502136,-1383.724792,46.83398438,,,,,,
16.91,66.7414093,-1383.893616,47.08007813,,,,,,
16.91333333,66.75779724,-1384.053162,47.13427734,,,,,,
16.91666667,66.77416992,-1384.203064,47.16064453,,,,,,
16.92,66.79055786,-1384.352966,47.16796875,,,,,,
16.92333333,66.80696106,-1384.503235,47.07714844,,,,,,
16.92666667,66.82337189,-1384.656189,47.30419922,,,,,,
16.93,66.83977509,-1384.811584,47.49023438,,,,,,
16.93333333,66.85619354,-1384.971619,47.55615234,,,,,,
16.93666667,66.87262726,-1385.135193,47.56933594,,,,,,
16.94,66.88903046,-1385.296936,47.27050781,,,,,,
16.94333333,66.90543365,-1385.450256,46.75341797,,,,,,
16.94666667,66.92182922,-1385.618469,46.47802734,,,,,,
16.95,66.93823242,-1385.785339,46.37255859,,,,,,
16.95333333,66.95462036,-1385.937073,45.97851563,,,,,,
16.95666667,66.97103882,-1386.095032,45.14648438,,,,,,
16.96,66.98742676,-1386.252502,44.08300781,,,,,,
16.96333333,67.0038147,-1386.402405,42.89208984,,,,,,
16.96666667,67.0202179,-1386.55304,41.50927734,,,,,,
16.97,67.03660583,-1386.710754,40.11914063,,,,,,
16.97333333,67.0530014,-1386.861755,38.28076172,,,,,,
16.97666667,67.0694046,-1387.013611,36.02197266,,,,,,
16.98,67.08582306,-1387.160095,33.49511719,,,,,,
16.98333333,67.10224152,-1387.290955,30.66650391,,,,,,
16.98666667,67.11862946,-1387.430359,27.27685547,,,,,,
16.99,67.1350174,-1387.593811,22.75634766,,,,,,
16.99333333,67.15142059,-1387.746643,17.63525391,,,,,,
16.99666667,67.16781616,-1387.853577,11.65429688,,,,,,
17,67.18421936,-1387.92218,4.702148438,,,,,,
17.00333333,67.2006073,-1387.979187,-3.314941406,,,,,,
17.00666667,67.21699524,-1388.020325,-12.67529297,,,,,,
17.01,67.23338318,-1388.059143,-23.63671875,,,,,,
17.01333333,67.24977112,-1388.084412,-35.87841797,,,,,,
17.01666667,67.2661438,-1388.070496,-49.70214844,,,,,,
17.02,67.28253174,-1388.034607,-65.51806641,,,,,,
17.02333333,67.29888916,-1387.973572,-83.42431641,,,,,,
17.02666667,67.31526184,-1387.875183,-103.4824219,,,,,,
17.03,67.331604,-1387.713074,-126.1757813,,,,,,
17.03333333,67.34793091,-1387.47406,-151.4575195,,,,,,
17.03666667,67.36422729,-1387.168762,-178.6552734,,,,,,
17.04,67.38052368,-1386.78595,-207.8569336,,,,,,
17.04333333,67.39679718,-1386.322937,-239.4682617,,,,,,
17.04666667,67.41306305,-1385.752136,-274.0356445,,,,,,
17.05,67.42926788,-1385.055725,-311.7055664,,,,,,
17.05333333,67.44546509,-1384.243713,-352.6025391,,,,,,
17.05666667,67.46161652,-1383.315613,-396.2885742,,,,,,
17.06,67.47770691,-1382.234314,-443.2192383,,,,,,
17.06333333,67.49375153,-1380.976013,-493.7709961,,,,,,
17.06666667,67.50971985,-1379.527527,-547.7885742,,,,,,
17.07,67.5256424,-1377.89093,-605.1020508,,,,,,
17.07333333,67.54151154,-1376.049133,-665.0830078,,,,,,
17.07666667,67.5573349,-1374.010437,-727.7094727,,,,,,
17.08,67.57309723,-1371.772156,-793.0839844,,,,,,
17.08333333,67.58873749,-1369.311462,-861.1977539,,,,,,
17.08666667,67.6043396,-1366.615417,-932.1049805,,,,,,
17.09,67.61984253,-1363.64801,-1005.473145,,,,,,
17.09333333,67.63522339,-1360.411072,-1081.107422,,,,,,
17.09666667,67.65050507,-1356.909729,-1159.192383,,,,,,
17.1,67.66568756,-1353.128845,-1239.247559,,,,,,
17.10333333,67.68076324,-1349.03009,-1320.619629,,,,,,
17.10666667,67.69570923,-1344.611023,-1403.364258,,,,,,
17.11,67.71053314,-1339.869568,-1487.377441,,,,,,
17.11333333,67.72523499,-1334.814148,-1572.527344,,,,,,
17.11666667,67.73983765,-1329.47052,-1658.540039,,,,,,
17.12,67.75429535,-1323.829773,-1745.419922,,,,,,
17.12333333,67.76860809,-1317.887512,-1832.611816,,,,,,
17.12666667,67.78276825,-1311.629211,-1919.992676,,,,,,
17.13,67.79675293,-1305.043884,-2007.320801,,,,,,
17.13333333,67.81056976,-1298.138611,-2094.032227,,,,,,
17.13666667,67.82423401,-1290.923889,-2180.206055,,,,,,
17.14,67.83773041,-1283.395325,-2265.638672,,,,,,
17.14333333,67.85106659,-1275.587585,-2349.616699,,,,,,
17.14666667,67.86422729,-1267.489929,-2431.68457,,,,,,
17.15,67.8772049,-1259.093323,-2511.881836,,,,,,
17.15333333,67.89001465,-1250.40448,-2590.21582,,,,,,
17.15666667,67.9026413,-1241.430359,-2666.917969,,,,,,
17.16,67.9151001,-1232.186218,-2742.038086,,,,,,
17.16333333,67.92734528,-1222.687683,-2815.331543,,,,,,
17.16666667,67.93943024,-1212.956482,-2886.543457,,,,,,
17.17,67.95133972,-1202.971741,-2955.314941,,,,,,
17.17333333,67.9630127,-1192.752502,-3021.314941,,,,,,
17.17666667,67.97453308,-1182.311951,-3084.481934,,,,,,
17.18,67.9858551,-1171.655701,-3145.086914,,,,,,
17.18333333,67.99697113,-1160.80719,-3203.321777,,,,,,
17.18666667,68.00789642,-1149.78949,-3259.291992,,,,,,
17.19,68.01864624,-1138.609558,-3312.382324,,,,,,
17.19333333,68.02921295,-1127.263489,-3362.289551,,,,,,
17.19666667,68.03957367,-1115.75116,-3408.590332,,,,,,
17.2,68.04973602,-1104.079773,-3451.35498,,,,,,
17.20333333,68.05967712,-1092.25238,-3491.208984,,,,,,
17.20666667,68.06942749,-1080.286072,-3528.622559,,,,,,
17.21,68.07900238,-1068.191101,-3563.323242,,,,,,
17.21333333,68.08837891,-1055.987488,-3595.029785,,,,,,
17.21666667,68.09755707,-1043.702454,-3624.016113,,,,,,
17.22,68.10658264,-1031.332458,-3649.910889,,,,,,
17.22333333,68.11539459,-1018.85553,-3673.027588,,,,,,
17.22666667,68.12402344,-1006.285583,-3693.825439,,,,,,
17.23,68.13247681,-993.6381226,-3712.138916,,,,,,
17.23333333,68.14076996,-980.9469604,-3728.122559,,,,,,
17.23666667,68.14884949,-968.2454224,-3741.833496,,,,,,
17.24,68.15675354,-955.5654907,-3752.986084,,,,,,
17.24333333,68.1644516,-942.8855591,-3761.589844,,,,,,
17.24666667,68.17196655,-930.1699829,-3767.829346,,,,,,
17.25,68.17930603,-917.4264526,-3771.626221,,,,,,
17.25333333,68.1864624,-904.6786499,-3772.904297,,,,,,
17.25666667,68.19342804,-891.9285278,-3772.237061,,,,,,
17.26,68.20022583,-879.1993408,-3769.667725,,,,,,
17.26333333,68.20687103,-866.5078125,-3764.384766,,,,,,
17.26666667,68.2133255,-853.8306274,-3756.161865,,,,,,
17.27,68.21961975,-841.1812744,-3745.491211,,,,,,
17.27333333,68.22573853,-828.5761719,-3732.91626,,,,,,
17.27666667,68.23169708,-815.9898682,-3718.705811,,,,,,
17.28,68.23748016,-803.4398193,-3703.428955,,,,,,
17.28333333,68.2430954,-790.9465942,-3687.416016,,,,,,
17.28666667,68.24854279,-778.5028687,-3669.842285,,,,,,
17.29,68.25385284,-766.114502,-3650.134277,,,,,,
17.29333333,68.25900269,-753.8123779,-3628.582764,,,,,,
17.29666667,68.26403809,-741.5881958,-3605.611084,,,,,,
17.3,68.2689209,-729.4335938,-3581.202393,,,,,,
17.30333333,68.27363586,-717.3812256,-3555.806396,,,,,,
17.30666667,68.27820587,-705.4714355,-3529.264893,,,,,,
17.31,68.28261566,-693.6939087,-3501.256348,,,,,,
17.31333333,68.2868576,-682.0198975,-3472.210693,,,,,,
17.31666667,68.29097748,-670.4472656,-3441.971191,,,,,,
17.32,68.29493713,-658.9828491,-3410.393555,,,,,,
17.32333333,68.29877472,-647.6031494,-3377.813232,,,,,,
17.32666667,68.30246735,-636.3117676,-3343.967285,,,,,,
17.33,68.3060379,-625.1489868,-3308.66748,,,,,,
17.33333333,68.30947876,-614.1306763,-3272.375977,,,,,,
17.33666667,68.31275177,-603.2387695,-3235.68457,,,,,,
17.34,68.3159256,-592.4648438,-3198.083496,,,,,,
17.34333333,68.31894684,-581.8148804,-3159.695801,,,,,,
17.34666667,68.32186127,-571.2815552,-3121.350586,,,,,,
17.35,68.32466125,-560.878418,-3083.373779,,,,,,
17.35333333,68.32733917,-550.6109619,-3045.273193,,,,,,
17.35666667,68.32989502,-540.4696655,-3006.723633,,,,,,
17.36,68.33235168,-530.463562,-2967.673828,,,,,,
17.36333333,68.33467865,-520.586731,-2928.060791,,,,,,
17.36666667,68.33689117,-510.8575439,-2887.726318,,,,,,
17.37,68.33903503,-501.295105,-2847.04834,,,,,,
17.37333333,68.34104919,-491.8991699,-2806.346191,,,,,,
17.37666667,68.34296417,-482.6373901,-2765.548096,,,,,,
17.38,68.34477997,-473.5032349,-2724.618896,,,,,,
17.38333333,68.34651184,-464.5217896,-2683.576172,,,,,,
17.38666667,68.34812927,-455.6755981,-2642.186523,,,,,,
17.39,68.34964752,-446.9428101,-2600.51416,,,,,,
17.39333333,68.35108185,-438.3300781,-2558.749512,,,,,,
17.39666667,68.35243225,-429.8479614,-2517.008301,,,,,,
17.4,68.35369873,-421.5090332,-2475.412354,,,,,,
17.40333333,68.3548584,-413.3201294,-2433.898438,,,,,,
17.40666667,68.35595703,-405.2719727,-2392.063477,,,,,,
17.41,68.356987,-397.3621826,-2350.364502,,,,,,
17.41333333,68.35794067,-389.590332,-2309.440918,,,,,,
17.41666667,68.3588028,-381.9668579,-2269.029053,,,,,,
17.42,68.35961914,-374.4810791,-2228.455078,,,,,,
17.42333333,68.36035156,-367.1208191,-2188.02002,,,,,,
17.42666667,68.36102295,-359.9044495,-2147.833496,,,,,,
17.43,68.3616333,-352.8332825,-2107.600342,,,,,,
17.43333333,68.36216736,-345.9096375,-2067.330566,,,,,,
17.43666667,68.36262512,-339.1208801,-2027.276367,,,,,,
17.44,68.36302948,-332.4552917,-1987.401855,,,,,,
17.44333333,68.36335754,-325.9064026,-1947.955444,,,,,,
17.44666667,68.36363983,-319.5027161,-1909.09314,,,,,,
17.45,68.36386108,-313.2616577,-1870.476196,,,,,,
17.45333333,68.36401367,-307.1460571,-1831.980835,,,,,,
17.45666667,68.36411285,-301.1297913,-1793.813232,,,,,,
17.46,68.36415863,-295.2408447,-1756.209595,,,,,,
17.46333333,68.36412811,-289.4868774,-1718.931519,,,,,,
17.46666667,68.36404419,-283.8625183,-1681.789307,,,,,,
17.47,68.36390686,-278.3640137,-1645.174805,,,,,,
17.47333333,68.36371613,-272.9889526,-1609.133789,,,,,,
17.47666667,68.3635025,-267.7236633,-1573.85376,,,,,,
17.48,68.36323547,-262.5718384,-1538.816528,,,,,,
17.48333333,68.36289215,-257.542572,-1503.803101,,,,,,
17.48666667,68.3625412,-252.6141357,-1469.223267,,,,,,
17.49,68.36213684,-247.7911072,-1435.421631,,,,,,
17.49333333,68.36170197,-243.0949707,-1402.303711,,,,,,
17.49666667,68.36122894,-238.520752,-1369.442139,,,,,,
17.5,68.3607254,-234.0551147,-1336.632935,,,,,,
17.50333333,68.36016083,-229.6842346,-1304.403809,,,,,,
17.50666667,68.35957336,-225.4278564,-1272.759155,,,,,,
17.51,68.35899353,-221.2867126,-1241.591309,,,,,,
17.51333333,68.35835266,-217.2445374,-1210.859619,,,,,,
17.51666667,68.35770416,-213.2915955,-1180.649414,,,,,,
17.52,68.35701752,-209.4259033,-1150.855591,,,,,,
17.52333333,68.3562851,-205.6811218,-1121.614746,,,,,,
17.52666667,68.35554504,-202.0376892,-1092.860962,,,,,,
17.53,68.3547821,-198.4837952,-1064.089233,,,,,,
17.53333333,68.35398102,-195.0290527,-1035.652588,,,,,,
17.53666667,68.35314941,-191.6560669,-1008.008423,,,,,,
17.54,68.35228729,-188.3801575,-981.0904541,,,,,,
17.54333333,68.35137939,-185.2046814,-954.7617188,,,,,,
17.54666667,68.35045624,-182.1105347,-928.8123779,,,,,,
17.55,68.34954834,-179.1021423,-903.4086914,,,,,,
17.55333333,68.34859467,-176.1840515,-878.161377,,,,,,
17.55666667,68.34762573,-173.3474731,-852.9667969,,,,,,
17.56,68.34664154,-170.5821228,-827.9000244,,,,,,
17.56333333,68.34564209,-167.8925476,-803.3880615,,,,,,
17.56666667,68.34460449,-165.2746277,-779.6231689,,,,,,
17.57,68.34357452,-162.7409973,-756.1809082,,,,,,
17.57333333,68.34253693,-160.3090515,-733.0623779,,,,,,
17.57666667,68.34144592,-157.9507751,-710.6784668,,,,,,
17.58,68.34034729,-155.6487122,-689.1013184,,,,,,
17.58333333,68.33924866,-153.399231,-668.2631836,,,,,,
17.58666667,68.33811188,-151.2065735,-647.9176025,,,,,,
17.59,68.33696747,-149.0903931,-628.0217285,,,,,,
17.59333333,68.33582306,-147.0539246,-608.2924805,,,,,,
17.59666667,68.33463287,-145.1156921,-588.789917,,,,,,
17.6,68.33345795,-143.2575073,-569.4693604,,,,,,
17.60333333,68.3322525,-141.4645996,-550.3842773,,,,,,
17.60666667,68.33104706,-139.7278137,-531.4962158,,,,,,
17.61,68.32984161,-138.047821,-512.651001,,,,,,
17.61333333,68.32860565,-136.4376831,-494.4221191,,,,,,
17.61666667,68.32738495,-134.8818359,-476.9450684,,,,,,
17.62,68.3261795,-133.3402405,-459.7368164,,,,,,
17.62333333,68.32498932,-131.8296814,-442.7600098,,,,,,
17.62666667,68.32378387,-130.3686523,-425.9908447,,,,,,
17.63,68.32257843,-128.9498291,-409.512085,,,,,,
17.63333333,68.32137299,-127.5904236,-393.5793457,,,,,,
17.63666667,68.32015228,-126.308136,-378.300293,,,,,,
17.64,68.31893158,-125.0884705,-363.9400635,,,,,,
17.64333333,68.31769562,-123.924469,-350.1361084,,,,,,
17.64666667,68.31645966,-122.8146973,-336.3980713,,,,,,
17.65,68.31522369,-121.770752,-322.8848877,,,,,,
17.65333333,68.31398773,-120.789032,-309.9854736,,,,,,
17.65666667,68.31276703,-119.8406067,-297.7084351,,,,,,
17.66,68.31154633,-118.9237671,-285.5568237,,,,,,
17.66333333,68.31032562,-118.0478516,-272.9029541,,,,,,
17.66666667,68.30908966,-117.2025146,-259.9608765,,,,,,
17.67,68.30786896,-116.3991699,-247.046814,,,,,,
17.67333333,68.306633,-115.6337891,-234.2827148,,,,,,
17.67666667,68.30541229,-114.9010925,-222.3305054,,,,,,
17.68,68.30416107,-114.1980286,-211.3092041,,,,,,
17.68333333,68.30294037,-113.5067749,-200.8084717,,,,,,
17.68666667,68.30170441,-112.8590393,-190.6994019,,,,,,
17.69,68.30049896,-112.2626648,-180.9570923,,,,,,
17.69333333,68.29927063,-111.6853333,-172.06604,,,,,,
17.69666667,68.29804993,-111.122406,-163.5941162,,,,,,
17.7,68.29684448,-110.5758972,-155.0456543,,,,,,
17.70333333,68.29560852,-110.065567,-146.5543213,,,,,,
17.70666667,68.29440308,-109.6264191,-138.0331421,,,,,,
17.71,68.29318237,-109.2438965,-129.4454956,,,,,,
17.71333333,68.29196167,-108.8983154,-121.1257324,,,,,,
17.71666667,68.29072571,-108.5767517,-112.9740601,,,,,,
17.72,68.28953552,-108.2464294,-105.0812988,,,,,,
17.72333333,68.28829956,-107.9219055,-97.39031982,,,,,,
17.72666667,68.28707886,-107.6144257,-89.4206543,,,,,,
17.73,68.28587341,-107.3353577,-80.08666992,,,,,,
17.73333333,68.28468323,-107.0707245,-71.44848633,,,,,,
17.73666667,68.28347778,-106.802887,-63.70202637,,,,,,
17.74,68.28227234,-106.5637665,-56.3369751,,,,,,
17.74333333,68.28103638,-106.3579865,-49.04425049,,,,,,
17.74666667,68.27983093,-106.1884155,-42.29370117,,,,,,
17.75,68.27862549,-106.0589294,-36.0838623,,,,,,
17.75333333,68.2774353,-105.9616852,-29.99835205,,,,,,
17.75666667,68.27624512,-105.8808746,-25.4798584,,,,,,
17.76,68.27506256,-105.8191681,-20.95477295,,,,,,
17.76333333,68.27388763,-105.7621155,-16.26287842,,,,,,
17.76666667,68.27271271,-105.7076416,-11.63543701,,,,,,
17.77,68.27153778,-105.8021545,-7.180297852,,,,,,
17.77333333,68.27037811,-105.957962,-2.99395752,,,,,,
17.77666667,68.26921844,-106.0616302,1.303710938,,,,,,
17.78,68.26808167,-106.1215668,5.696594238,,,,,,
17.78333333,68.26695251,-106.1872711,9.795410156,,,,,,
17.78666667,68.26582336,-106.2678833,13.63586426,,,,,,
17.79,68.26472473,-106.3628235,17.15734863,,,,,,
17.79333333,68.26358795,-106.4950104,20.14654541,,,,,,
17.79666667,68.26248932,-106.5888367,22.83435059,,,,,,
17.8,68.26139069,-106.6395264,25.43554688,,,,,,
17.80333333,68.26028442,-106.6956482,28.04241943,,,,,,
17.80666667,68.25920105,-106.7602997,30.7767334,,,,,,
17.81,68.25814056,-106.8335266,33.01245117,,,,,,
17.81333333,68.25708771,-106.9129181,33.32629395,,,,,,
17.81666667,68.25602722,-106.9972076,34.06970215,,,,,,
17.82,68.25495911,-107.096405,35.80828857,,,,,,
17.82333333,68.25389862,-107.2125702,37.67797852,,,,,,
17.82666667,68.25286102,-107.3366394,39.27337646,,,,,,
17.83,68.2518158,-107.4761963,40.70013428,,,,,,
17.83333333,68.25081635,-107.6186523,41.89562988,,,,,,
17.83666667,68.24979401,-107.7536163,42.82287598,,,,,,
17.84,68.24879456,-107.8932343,45.00915527,,,,,,
17.84333333,68.2477951,-108.0457916,47.12036133,,,,,,
17.84666667,68.24680328,-108.212738,49.13470459,,,,,,
17.85,68.24584961,-108.3855591,51.05731201,,,,,,
17.85333333,68.24488068,-108.5662231,52.88708496,,,,,,
17.85666667,68.24394226,-108.7561798,54.65515137,,,,,,
17.86,68.24300385,-108.9659271,56.36425781,,,,,,
17.86333333,68.24208069,-109.1864166,57.99920654,,,,,,
17.86666667,68.24114227,-109.3958588,59.70483398,,,,,,
17.87,68.24021912,-109.601593,61.32568359,,,,,,
17.87333333,68.23929596,-109.8079376,62.76361084,,,,,,
17.87666667,68.23838806,-110.0235596,64.21911621,,,,,,
17.88,68.23748016,-110.2492523,65.75610352,,,,,,
17.88333333,68.23657227,-110.4793091,67.2489624,,,,,,
17.88666667,68.23566437,-110.7070618,68.58709717,,,,,,
17.89,68.23478699,-110.936142,69.77618408,,,,,,
17.89333333,68.23389435,-111.1652832,70.85595703,,,,,,
17.89666667,68.23303223,-111.3943481,71.88867188,,,,,,
17.9,68.2321701,-111.6239929,72.82470703,,,,,,
17.90333333,68.23132324,-111.8615723,73.53753662,,,,,,
17.90666667,68.23049164,-112.1161804,74.3236084,,,,,,
17.91,68.2296524,-112.381897,75.17010498,,,,,,
17.91333333,68.22883606,-112.6475525,75.94317627,,,,,,
17.91666667,68.22803497,-112.9085693,76.70672607,,,,,,
17.92,68.22722626,-113.1688538,77.33972168,,,,,,
17.92333333,68.22645569,-113.4363708,77.82385254,,,,,,
17.92666667,68.2256546,-113.707428,78.35705566,,,,,,
17.93,68.2248764,-113.9790955,78.85913086,,,,,,
17.93333333,68.22410583,-114.2463074,79.31835938,,,,,,
17.93666667,68.2233429,-114.513855,79.93450928,,,,,,
17.94,68.22260284,-114.7883911,80.59460449,,,,,,
17.94333333,68.2218399,-115.0654907,81.15637207,,,,,,
17.94666667,68.22108459,-115.3453979,81.49145508,,,,,,
17.95,68.22033691,-115.6255493,81.60058594,,,,,,
17.95333333,68.21960449,-115.8982239,81.89794922,,,,,,
17.95666667,68.21889496,-116.1688538,82.29309082,,,,,,
17.96,68.21816254,-116.4441833,82.62890625,,,,,,
17.96333333,68.217453,-116.7149963,82.95117188,,,,,,
17.96666667,68.2167511,-116.9859314,83.21191406,,,,,,
17.97,68.21604919,-117.2591553,83.39172363,,,,,,
17.97333333,68.21536255,-117.5259094,83.4876709,,,,,,
17.97666667,68.21468353,-117.7991638,83.52648926,,,,,,
17.98,68.2140274,-118.0837708,83.51733398,,,,,,
17.98333333,68.21335602,-118.3648987,83.48071289,,,,,,
17.98666667,68.21269989,-118.6420898,83.33532715,,,,,,
17.99,68.21207428,-118.9117737,83.17712402,,,,,,
17.99333333,68.21143341,-119.1915588,83.24194336,,,,,,
17.99666667,68.21080017,-119.4894714,83.32800293,,,,,,
18,68.21017456,-119.7805176,83.26647949,,,,,,
18.00333333,68.20954895,-120.0684509,83.04345703,,,,,,
18.00666667,68.20890808,-120.3605347,82.78967285,,,,,,
18.01,68.20826721,-120.6502686,82.55932617,,,,,,
18.01333333,68.2076416,-120.9330444,82.35827637,,,,,,
18.01666667,68.20701599,-121.2059021,82.08654785,,,,,,
18.02,68.20640564,-121.4742737,81.74816895,,,,,,
18.02333333,68.20579529,-121.7471313,81.52880859,,,,,,
18.02666667,68.20518494,-122.0177307,81.34716797,,,,,,
18.03,68.20458984,-122.2816162,81.17541504,,,,,,
18.03333333,68.20399475,-122.5578918,80.92749023,,,,,,
18.03666667,68.20339966,-122.8396912,80.28662109,,,,,,
18.04,68.20283508,-123.1121826,79.57910156,,,,,,
18.04333333,68.20228577,-123.3749084,79.04296875,,,,,,
18.04666667,68.20172119,-123.6245117,78.45336914,,,,,,
18.05,68.20116425,-123.875061,77.72497559,,,,,,
18.05333333,68.20063019,-124.1307983,76.92370605,,,,,,
18.05666667,68.20014191,-124.3789063,76.16894531,,,,,,
18.06,68.19960785,-124.6254272,75.45556641,,,,,,
18.06333333,68.19906616,-124.8853149,74.65429688,,,,,,
18.06666667,68.19854736,-125.151947,73.79736328,,,,,,
18.07,68.19804382,-125.4130859,73.17004395,,,,,,
18.07333333,68.19754791,-125.66922,72.50134277,,,,,,
18.07666667,68.19704437,-125.912384,71.65136719,,,,,,
18.08,68.19655609,-126.1487732,70.91052246,,,,,,
18.08333333,68.19606018,-126.3887939,70.23486328,,,,,,
18.08666667,68.19558716,-126.6325378,69.7232666,,,,,,
18.09,68.19509125,-126.868988,69.33105469,,,,,,
18.09333333,68.19464874,-127.0942993,68.66235352,,,,,,
18.09666667,68.19419861,-127.3109436,67.98339844,,,,,,
18.1,68.19374084,-127.5237427,67.41833496,,,,,,
18.10333333,68.19329071,-127.7304993,66.55297852,,,,,,
18.10666667,68.19284821,-127.9313049,65.32763672,,,,,,
18.11,68.19242859,-128.1391602,64.16674805,,,,,,
18.11333333,68.19198608,-128.3540039,63.15380859,,,,,,
18.11666667,68.19155121,-128.5643311,62.17199707,,,,,,
18.12,68.19112396,-128.7782898,61.26965332,,,,,,
18.12333333,68.19068909,-128.9928284,60.36730957,,,,,,
18.12666667,68.19023895,-129.2036133,59.48474121,,,,,,
18.13,68.18981171,-129.4197388,58.6307373,,,,,,
18.13333333,68.18937683,-129.6277466,57.81811523,,,,,,
18.13666667,68.1889801,-129.8220215,57.18823242,,,,,,
18.14,68.18854523,-130.021637,56.59899902,,,,,,
18.14333333,68.18811035,-130.2122192,56.14746094,,,,,,
18.14666667,68.18769836,-130.3822327,55.91162109,,,,,,
18.15,68.18730927,-130.5450745,55.68859863,,,,,,
18.15333333,68.18690491,-130.717804,55.23449707,,,,,,
18.15666667,68.18650818,-130.8902893,54.78259277,,,,,,
18.16,68.18611908,-131.0553894,54.22705078,,,,,,
18.16333333,68.18571472,-131.217041,53.55981445,,,,,,
18.16666667,68.18533325,-131.3821106,52.97387695,,,,,,
18.17,68.18491364,-131.5540161,52.33190918,,,,,,
18.17333333,68.18450928,-131.719635,51.57751465,,,,,,
18.17666667,68.18411255,-131.8846741,50.87402344,,,,,,
18.18,68.18370819,-132.0519409,50.17858887,,,,,,
18.18333333,68.18331909,-132.2190552,49.69555664,,,,,,
18.18666667,68.18293762,-132.3978271,49.5032959,,,,,,
18.19,68.18254852,-132.5832825,49.32458496,,,,,,
18.19333333,68.18215942,-132.7625122,49.09680176,,,,,,
18.19666667,68.18178558,-132.9375305,48.81298828,,,,,,
18.2,68.18143463,-133.1087036,48.52514648,,,,,,
18.20333333,68.18107605,-133.269104,48.27648926,,,,,,
18.20666667,68.18071747,-133.4310303,48.03259277,,,,,,
18.21,68.18037415,-133.5931396,47.6583252,,,,,,
18.21333333,68.18003082,-133.7493591,47.2364502,,,,,,
18.21666667,68.1796875,-133.8961182,46.92700195,,,,,,
18.22,68.17932892,-134.0321655,46.73071289,,,,,,
18.22333333,68.17899323,-134.1793213,46.70251465,,,,,,
18.22666667,68.17866516,-134.3439026,46.58056641,,,,,,
18.23,68.17835236,-134.5007629,46.26965332,,,,,,
18.23333333,68.17803955,-134.6464844,45.96020508,,,,,,
18.23666667,68.177742,-134.7977295,45.67492676,,,,,,
18.24,68.1774292,-134.9459534,45.32189941,,,,,,
18.24333333,68.17713165,-135.0880432,45.11352539,,,,,,
18.24666667,68.17683411,-135.2308655,44.95605469,,,,,,
18.25,68.17656708,-135.370697,44.68725586,,,,,,
18.25333333,68.17629242,-135.5072327,44.35473633,,,,,,
18.25666667,68.17604065,-135.6419983,44.06030273,,,,,,
18.26,68.1758194,-135.7853088,44.02441406,,,,,,
18.26333333,68.17558289,-135.9441528,44.04309082,,,,,,
18.26666667,68.17536163,-136.1081238,43.71972656,,,,,,
18.27,68.17513275,-136.2678528,43.31359863,,,,,,
18.27333333,68.17492676,-136.4251709,43.23486328,,,,,,
18.27666667,68.17470551,-136.581543,43.25170898,,,,,,
18.28,68.17447662,-136.7287598,43.14331055,,,,,,
18.28333333,68.17427063,-136.8748779,43.10925293,,,,,,
18.28666667,68.17406464,-137.0229492,43.24694824,,,,,,
18.29,68.17384338,-137.1671753,43.3092041,,,,,,
18.29333333,68.17362976,-137.3035583,43.21618652,,,,,,
18.29666667,68.17342377,-137.4317932,43.02209473,,,,,,
18.3,68.17320251,-137.5631714,42.75622559,,,,,,
18.30333333,68.17301941,-137.7041016,42.36035156,,,,,,
18.30666667,68.17282867,-137.8394775,42.00402832,,,,,,
18.31,68.17262268,-137.9683228,41.71472168,,,,,,
18.31333333,68.17242432,-138.1034241,41.27087402,,,,,,
18.31666667,68.17223358,-138.2513428,40.75012207,,,,,,
18.32,68.17202759,-138.3982239,40.38317871,,,,,,
18.32333333,68.17181396,-138.5376282,40.11364746,,,,,,
18.32666667,68.17160797,-138.6855469,39.75256348,,,,,,
18.33,68.17141724,-138.8391113,39.39074707,,,,,,
18.33333333,68.17121887,-138.9773254,39.12231445,,,,,,
18.33666667,68.17105865,-139.1011658,39.05456543,,,,,,
18.34,68.17087555,-139.2172546,39.15197754,,,,,,
